호선_x,역명,구분,방법1_가중치_물류량,방법2_cluster3_가중치_물류량,방법2_cluster4_가중치_물류량,Unnamed: 0,차량기지,호선_y,전철역코드,수송비용,유휴공간,교통량
7호선,가산디지털단지,금천구,75858.59980698946,508499.1811935892,362899.0701840262,256,천왕차량사업소,7,2748,0.2576419213973799,0.0233970430445018,0.78551043869028
,지축,,,,,62,지축차량사업소,3,309,0.0,,
,미사,,,,,167,고덕차량사업소,5,2563,0.4137931034482759,,
,하남풍산,,,,,168,고덕차량사업소,5,2564,0.3413793103448276,,
,하남시청,,,,,169,고덕차량사업소,5,2565,0.2965517241379309,,
,하남검단산,,,,,170,고덕차량사업소,5,2566,0.2413793103448276,,
,장암,,,,,218,도봉차량사업소,7,2711,0.0,,
,철산,,,,,257,천왕차량사업소,7,2749,0.1965065502183406,0.0337307262699985,
,광명사거리,,,,,258,천왕차량사업소,7,2750,0.1397379912663753,0.0372991086162778,
,남위례,,,,,272,모란차량사업소,8,2828,0.6610169491525423,,
,산성,,,,,273,모란차량사업소,8,2822,0.728813559322034,0.0038828970035683,
,남한산성입구,,,,,274,모란차량사업소,8,2823,0.8022598870056497,0.0256724206885929,
,단대오거리,,,,,275,모란차량사업소,8,2824,0.847457627118644,0.0256788921835989,
,신흥,,,,,276,모란차량사업소,8,2825,0.8926553672316384,0.0051771960047578,
,수진,,,,,277,모란차량사업소,8,2826,0.943502824858757,0.0051771960047578,
,모란,,,,,278,모란차량사업소,8,2827,1.0,0.0064714950059473,
,개화,,,,,279,김포차량사업소,9,4101,0.0,,
,공항시장,,,,,281,김포차량사업소,9,4103,0.1083743842364532,,
,신방화,,,,,282,김포차량사업소,9,4104,0.1280788177339901,,
,마곡나루,,,,,283,김포차량사업소,9,4105,0.1502463054187192,,
,양천향교,,,,,284,김포차량사업소,9,4106,0.1847290640394089,,
,가양,,,,,285,김포차량사업소,9,4107,0.2167487684729064,,
,증미,,,,,286,김포차량사업소,9,4108,0.2339901477832512,,
,등촌,,,,,287,김포차량사업소,9,4109,0.2586206896551725,,
,염창,,,,,288,김포차량사업소,9,4110,0.2807881773399015,,
,신목동,,,,,289,김포차량사업소,9,4111,0.3029556650246306,,
,선유도,,,,,290,김포차량사업소,9,4112,0.332512315270936,,
,국회의사당,,,,,292,김포차량사업소,9,4114,0.394088669950739,,
,샛강,,,,,294,김포차량사업소,9,4116,0.435960591133005,,
,노량진,,,,,295,김포차량사업소,9,4117,0.4655172413793104,,
,노들,,,,,296,김포차량사업소,9,4118,0.4926108374384237,,
,흑석,,,,,297,김포차량사업소,9,4119,0.519704433497537,,
,구반포,,,,,299,김포차량사업소,9,4121,0.5788177339901479,,
,신반포,,,,,300,김포차량사업소,9,4122,0.5960591133004927,,
,사평,,,,,302,김포차량사업소,9,4124,0.642857142857143,,
,신논현,,,,,303,김포차량사업소,9,4125,0.665024630541872,,
