,차량기지,호선,역명,전철역코드,수송비용,유휴공간,교통량
207,신내차량사업소,6,보문,2639,0.7417582417582418,0.014120802102977018,0.6474721246372384
208,신내차량사업소,6,안암,2640,0.7664835164835164,0.02448684280350341,0.6474721246372384
209,신내차량사업소,6,고려대,2641,0.7884615384615384,0.025678892183598905,0.6474721246372384
210,신내차량사업소,6,월곡,2642,0.826923076923077,0.025605117140531104,0.6474721246372384
211,신내차량사업소,6,상월곡,2643,0.8489010989010989,0.01726594867586741,0.6474721246372384
212,신내차량사업소,6,돌곶이,2644,0.8708791208791209,0.03051957044804749,0.6474721246372384
213,신내차량사업소,6,석계,2645,0.8983516483516484,0.05134484137718591,0.6811878481908147
214,신내차량사업소,6,태릉입구,2646,0.9203296703296703,0.05433078917293,0.6811878481908147
215,신내차량사업소,6,화랑대,2647,0.945054945054945,0.031011404068499483,0.6811878481908147
216,신내차량사업소,6,봉화산,2648,0.9642857142857143,0.013848999312727232,0.585651925751449
217,신내차량사업소,6,신내,2649,0.9999999999999999,,0.585651925751449
218,도봉차량사업소,7,장암,2711,0.0,,
219,도봉차량사업소,7,도봉산,2712,0.0606060606060606,0.01527272821403564,0.893402361869237
220,도봉차량사업소,7,수락산,2713,0.12987012987012986,0.04800166705711354,0.6811878481908147
221,도봉차량사업소,7,마들,2714,0.1904761904761905,0.11037911312043841,0.6811878481908147
222,도봉차량사업소,7,노원,2715,0.2424242424242424,0.09841202455544067,0.6811878481908147
223,도봉차량사업소,7,중계,2716,0.29004329004329005,0.04026693622600532,0.6811878481908147
224,도봉차량사업소,7,하계,2717,0.3333333333333333,0.05052684440843418,0.6811878481908147
225,도봉차량사업소,7,공릉,2718,0.3896103896103896,0.026948599503765765,0.6811878481908147
226,도봉차량사업소,7,태릉입구,2719,0.42424242424242425,0.01527272821403564,0.6811878481908147
227,도봉차량사업소,7,태릉입구,2719,0.42424242424242425,0.03483476331801315,0.6811878481908147
228,도봉차량사업소,7,먹골,2720,0.4632034632034632,0.03771328429665851,0.585651925751449
229,도봉차량사업소,7,중화,2721,0.5021645021645021,0.07459433433555221,0.585651925751449
230,도봉차량사업소,7,상봉,2722,0.5454545454545454,0.05249288459124096,0.585651925751449
231,도봉차량사업소,7,면목,2723,0.5800865800865801,0.08686040596982472,0.585651925751449
232,도봉차량사업소,7,사가정,2724,0.6190476190476191,0.07743402634416188,0.585651925751449
233,도봉차량사업소,7,용마산,2725,0.6536796536796536,0.043203700659704206,0.585651925751449
234,도봉차량사업소,7,중곡,2726,0.6926406926406926,0.018398460301908188,0.6518132049231067
235,도봉차량사업소,7,군자,2727,0.7402597402597403,0.0623994491463451,0.6518132049231067
236,도봉차량사업소,7,어린이대공원,2728,0.7878787878787878,0.05781504208413203,0.6518132049231067
237,도봉차량사업소,7,건대입구,2729,0.8225108225108225,0.15182127283952376,0.6518132049231067
238,도봉차량사업소,7,뚝섬유원지,2730,0.8658008658008658,0.0038686597145552986,0.6518132049231067
239,도봉차량사업소,7,청담,2731,0.9523809523809523,0.08879926587360654,0.536091259154454
240,도봉차량사업소,7,강남구청,2732,1.0,0.15204130366972599,0.536091259154454
241,천왕차량사업소,7,학동,2733,1.0,0.07012123698744142,0.536091259154454
242,천왕차량사업소,7,논현,2734,0.9563318777292577,0.07552364101840624,0.536091259154454
243,천왕차량사업소,7,반포,2735,0.9170305676855897,0.23408174015912112,0.49324318892542185
244,천왕차량사업소,7,고속터미널,2736,0.8777292576419214,0.25009869029884074,0.49324318892542185
245,천왕차량사업소,7,내방,2737,0.7816593886462883,0.02950872292811852,0.49324318892542185
246,천왕차량사업소,7,이수,2738,0.7379912663755459,0.15290848400052293,0.0
247,천왕차량사업소,7,남성,2739,0.6943231441048036,0.014269646488113807,0.0
248,천왕차량사업소,7,숭실대입구,2740,0.6069868995633187,0.030287890926834572,0.0
249,천왕차량사업소,7,상도,2741,0.5676855895196508,0.03206884635247127,0.0
250,천왕차량사업소,7,장승배기,2742,0.5283842794759827,0.009280123838528435,0.0
251,천왕차량사업소,7,신대방삼거리,2743,0.4759825327510917,0.05546718369597435,0.0
252,천왕차량사업소,7,보라매,2744,0.4410480349344979,0.017677535758245655,0.0
253,천왕차량사업소,7,신풍,2745,0.4017467248908296,0.038805672653662415,0.6840979797898596
254,천왕차량사업소,7,대림,2746,0.3406113537117903,0.052545950850289735,0.6840979797898596
